"","Count","Words"
"all bad",112,"all bad"
"unconditional love",112,"unconditional love"
"take no",112,"take no"
"will either",112,"will either"
"the balcony",112,"the balcony"
"the swiss",112,"the swiss"
"not often",112,"not often"
"is spending",112,"is spending"
"to indulge",112,"to indulge"
"new projects",112,"new projects"
"in words",112,"in words"
"problems i",112,"problems i"
"coming at",112,"coming at"
"sweat and",112,"sweat and"
"had finished",112,"had finished"
"so angry",112,"so angry"
"green onions",112,"green onions"
"the hops",112,"the hops"
"her neck",112,"her neck"
"upon them",112,"upon them"
"friend on",112,"friend on"
"the pile",112,"the pile"
"water but",112,"water but"
"united methodist",112,"united methodist"
"reading that",112,"reading that"
"ready in",112,"ready in"
"combined for",112,"combined for"
"and hence",112,"and hence"
"and cheap",112,"and cheap"
"laugh out",112,"laugh out"
"club the",112,"club the"
"former mayor",112,"former mayor"
"few feet",112,"few feet"
"that yes",112,"that yes"
"love us",112,"love us"
"help support",112,"help support"
"messages to",112,"messages to"
"in southeast",112,"in southeast"
"dead on",112,"dead on"
"heavy and",112,"heavy and"
"does but",112,"does but"
"walked over",112,"walked over"
"and foreign",112,"and foreign"
"with rice",112,"with rice"
"like always",112,"like always"
"the invitation",112,"the invitation"
"of damage",112,"of damage"
"he'd have",112,"he'd have"
"city at",112,"city at"
"go we",112,"go we"
"didn't let",112,"didn't let"
"brings back",112,"brings back"
"day while",112,"day while"
"with almost",112,"with almost"
"my kind",112,"my kind"
"amazing the",112,"amazing the"
"from until",112,"from until"
"curl up",112,"curl up"
"the fountain",112,"the fountain"
"be leaving",112,"be leaving"
"are old",112,"are old"
"are today",112,"are today"
"week which",112,"week which"
"percent a",112,"percent a"
"starting on",112,"starting on"
"i reach",112,"i reach"
"got rid",112,"got rid"
"and industrial",112,"and industrial"
"have free",112,"have free"
"paint on",112,"paint on"
"spinach and",112,"spinach and"
"decision of",112,"decision of"
"messages from",112,"messages from"
"about creating",112,"about creating"
"and entertaining",112,"and entertaining"
"mountain of",112,"mountain of"
"and text",112,"and text"
"allowing me",112,"allowing me"
"leave in",112,"leave in"
"just north",112,"just north"
"days it's",112,"days it's"
"legend of",112,"legend of"
"will fill",112,"will fill"
"bring more",112,"bring more"
"we buy",112,"we buy"
"cry for",112,"cry for"
"asked you",112,"asked you"
"blood in",112,"blood in"
"to society",112,"to society"
"you're there",112,"you're there"
"can't quite",112,"can't quite"
"and supporting",112,"and supporting"
"and crying",112,"and crying"
"of industry",112,"of industry"
"eating it",112,"eating it"
"writer of",112,"writer of"
"in john",112,"in john"
"victory at",112,"victory at"
"the operating",112,"the operating"
"least favorite",112,"least favorite"
"long hours",112,"long hours"
"trouble in",112,"trouble in"
"it hits",112,"it hits"
"tears in",112,"tears in"
"watch as",112,"watch as"
"my desire",112,"my desire"
"supporters and",112,"supporters and"
"happened when",112,"happened when"
"pain that",112,"pain that"
"it he's",112,"it he's"
"ride home",112,"ride home"
"my credit",112,"my credit"
"debate and",112,"debate and"
"immigrants and",112,"immigrants and"
"em all",112,"em all"
"a fab",112,"a fab"
"all white",112,"all white"
"a signal",112,"a signal"
"bring myself",112,"bring myself"
"they win",112,"they win"
"devoid of",112,"devoid of"
"documentary about",112,"documentary about"
"the barrel",112,"the barrel"
"closer and",112,"closer and"
"month so",112,"month so"
"left them",112,"left them"
"had forgotten",112,"had forgotten"
"family at",112,"family at"
"suburb of",112,"suburb of"
"there after",112,"there after"
"he struck",112,"he struck"
"home town",112,"home town"
"results for",112,"results for"
"politics in",112,"politics in"
"friend but",112,"friend but"
"slightly less",112,"slightly less"
"this mess",112,"this mess"
"crimes and",112,"crimes and"
"and confidence",112,"and confidence"
"no fear",112,"no fear"
"leave his",112,"leave his"
"is unknown",112,"is unknown"
"log in",112,"log in"
"manager in",112,"manager in"
"enough is",112,"enough is"
"always knew",112,"always knew"
"english teacher",112,"english teacher"
"start looking",112,"start looking"
"resistance to",112,"resistance to"
"she replied",112,"she replied"
"ever go",112,"ever go"
"the jump",112,"the jump"
"it's taken",112,"it's taken"
"filmed in",112,"filmed in"
"find these",112,"find these"
"that kids",112,"that kids"
"immigration status",112,"immigration status"
"bar on",112,"bar on"
"remember those",112,"remember those"
"is shining",112,"is shining"
"an mri",112,"an mri"
"makeup and",112,"makeup and"
"of weird",112,"of weird"
"really funny",112,"really funny"
"a phrase",112,"a phrase"
"who missed",112,"who missed"
"deep inside",112,"deep inside"
"have earned",112,"have earned"
"to rip",112,"to rip"
"certain people",112,"certain people"
"interaction with",112,"interaction with"
"with today",112,"with today"
"no wait",112,"no wait"
"what little",112,"what little"
"convince the",112,"convince the"
"conditions in",112,"conditions in"
"cost about",112,"cost about"
"shoot a",112,"shoot a"
"handled the",112,"handled the"
"you finish",112,"you finish"
"restaurant with",112,"restaurant with"
"summer vacation",112,"summer vacation"
"back some",112,"back some"
"rape and",112,"rape and"
"said tom",112,"said tom"
"stairs and",112,"stairs and"
"just taking",112,"just taking"
"the goat",112,"the goat"
"let's try",112,"let's try"
"terrified of",112,"terrified of"
"a seemingly",112,"a seemingly"
"business owner",112,"business owner"
"purchased at",112,"purchased at"
"bass and",112,"bass and"
"my couch",112,"my couch"
"prostate cancer",112,"prostate cancer"
"a code",112,"a code"
"much pain",112,"much pain"
"filed the",112,"filed the"
"protect our",112,"protect our"
"some coffee",112,"some coffee"
"excitement and",112,"excitement and"
"shit up",112,"shit up"
"lol good",112,"lol good"
"programs are",112,"programs are"
"in fl",112,"in fl"
"just missed",112,"just missed"
"chicken wings",112,"chicken wings"
"punk rock",112,"punk rock"
"means he",112,"means he"
"it please",112,"it please"
"for power",112,"for power"
"payment of",112,"payment of"
"secure a",112,"secure a"
"that represents",112,"that represents"
"can figure",112,"can figure"
"of positive",112,"of positive"
"same sex",112,"same sex"
"knew a",112,"knew a"
"pumpkin pie",112,"pumpkin pie"
"mark in",112,"mark in"
"his message",112,"his message"
"in springfield",112,"in springfield"
"producer of",112,"producer of"
"spotted the",112,"spotted the"
"entire family",112,"entire family"
"joint venture",112,"joint venture"
"instrumental in",112,"instrumental in"
"and thomas",112,"and thomas"
"watch you",112,"watch you"
"heels and",112,"heels and"
"are cool",112,"are cool"
"day gift",112,"day gift"
"since their",112,"since their"
"the james",112,"the james"
"odds with",112,"odds with"
"shoes to",112,"shoes to"
"goal by",112,"goal by"
"can serve",112,"can serve"
"the nationals",112,"the nationals"
"you sing",112,"you sing"
"been moved",112,"been moved"
"to little",112,"to little"
"of starting",112,"of starting"
"wedding anniversary",112,"wedding anniversary"
"violations of",112,"violations of"
"we're happy",112,"we're happy"
"success at",112,"success at"
"street was",112,"street was"
"so scared",112,"so scared"
"district the",112,"district the"
"the visiting",112,"the visiting"
"asleep and",112,"asleep and"
"banks to",112,"banks to"
"qualified to",112,"qualified to"
"the wizard",112,"the wizard"
"would reduce",112,"would reduce"
"discussions about",112,"discussions about"
"seen an",112,"seen an"
"the headlines",112,"the headlines"
"a reception",112,"a reception"
"a florida",112,"a florida"
"inc the",112,"inc the"
"best with",112,"best with"
"ball over",112,"ball over"
"of flour",112,"of flour"
"angeles lakers",112,"angeles lakers"
"site on",112,"site on"
"so stoked",112,"so stoked"
"fifth in",112,"fifth in"
"fannie mae",112,"fannie mae"
"month before",112,"month before"
"amen to",112,"amen to"
"could provide",112,"could provide"
"bitch you",112,"bitch you"
"shit in",112,"shit in"
"the pitcher",112,"the pitcher"
"your song",112,"your song"
"need anything",112,"need anything"
"tonight if",112,"tonight if"
"physical activity",112,"physical activity"
"watching your",112,"watching your"
"at east",112,"at east"
"baby boomers",112,"baby boomers"
"state on",112,"state on"
"consumer spending",112,"consumer spending"
"gop presidential",112,"gop presidential"
"seventh inning",112,"seventh inning"
"though lol",112,"though lol"
"cumberland county",112,"cumberland county"
"can dm",112,"can dm"
"super pac",112,"super pac"
"p.m dec",112,"p.m dec"
"let u",112,"let u"
"be serious",111,"be serious"
"delivered the",111,"delivered the"
"taking photos",111,"taking photos"
"fitted with",111,"fitted with"
"away all",111,"away all"
"a helmet",111,"a helmet"
"himself for",111,"himself for"
"all ingredients",111,"all ingredients"
"loyalty to",111,"loyalty to"
"we managed",111,"we managed"
"and acting",111,"and acting"
"and managed",111,"and managed"
"iraq war",111,"iraq war"
"enforcement officers",111,"enforcement officers"
"picture that",111,"picture that"
"can order",111,"can order"
"troops in",111,"troops in"
"close with",111,"close with"
"she keeps",111,"she keeps"
"suggestions on",111,"suggestions on"
"bit longer",111,"bit longer"
"about by",111,"about by"
"a vague",111,"a vague"
"being built",111,"being built"
"reality the",111,"reality the"
"been easy",111,"been easy"
"crime to",111,"crime to"
"then by",111,"then by"
"gloves and",111,"gloves and"
"you continue",111,"you continue"
"scored two",111,"scored two"
"a treasure",111,"a treasure"
"by early",111,"by early"
"people how",111,"people how"
"am actually",111,"am actually"
"it stays",111,"it stays"
"translated into",111,"translated into"
"other guy",111,"other guy"
"working i",111,"working i"
"who look",111,"who look"
"spirit to",111,"spirit to"
"explaining that",111,"explaining that"
"in serious",111,"in serious"
"to revisit",111,"to revisit"
"really you",111,"really you"
"with ease",111,"with ease"
"some lovely",111,"some lovely"
"is relatively",111,"is relatively"
"more specifically",111,"more specifically"
"commander of",111,"commander of"
"and puts",111,"and puts"
"i very",111,"i very"
"inducted into",111,"inducted into"
"and behold",111,"and behold"
"maybe there",111,"maybe there"
"of raising",111,"of raising"
"land is",111,"land is"
"he watched",111,"he watched"
"a considerable",111,"a considerable"
"until june",111,"until june"
"on education",111,"on education"
"be arrested",111,"be arrested"
"could try",111,"could try"
"help those",111,"help those"
"started thinking",111,"started thinking"
"say all",111,"say all"
"gathered at",111,"gathered at"
"now since",111,"now since"
"you much",111,"you much"
"deeper and",111,"deeper and"
"cultures and",111,"cultures and"
"of poetry",111,"of poetry"
"into pieces",111,"into pieces"
"were mostly",111,"were mostly"
"looking down",111,"looking down"
"decisions on",111,"decisions on"
"put forth",111,"put forth"
"hey if",111,"hey if"
"pretty simple",111,"pretty simple"
"research into",111,"research into"
"group at",111,"group at"
"the nest",111,"the nest"
"and touch",111,"and touch"
"dress is",111,"dress is"
"an existing",111,"an existing"
"make or",111,"make or"
"time however",111,"time however"
"turned back",111,"turned back"
"she spoke",111,"she spoke"
"business partner",111,"business partner"
"other family",111,"other family"
"knows he",111,"knows he"
"find all",111,"find all"
"flower and",111,"flower and"
"be counted",111,"be counted"
"arrested a",111,"arrested a"
"grade school",111,"grade school"
"like as",111,"like as"
"x and",111,"x and"
"image in",111,"image in"
"read her",111,"read her"
"certain content",111,"certain content"
"just find",111,"just find"
"long distance",111,"long distance"
"now was",111,"now was"
"while other",111,"while other"
"usually don't",111,"usually don't"
"few that",111,"few that"
"community has",111,"community has"
"learning is",111,"learning is"
"opinions and",111,"opinions and"
"at everything",111,"at everything"
"didn't notice",111,"didn't notice"
"ok you",111,"ok you"
"have often",111,"have often"
"contract is",111,"contract is"
"day two",111,"day two"
"near and",111,"near and"
"as mr",111,"as mr"
"remember if",111,"remember if"
"facts of",111,"facts of"
"thank everyone",111,"thank everyone"
"public workers",111,"public workers"
"posting the",111,"posting the"
"score is",111,"score is"
"real or",111,"real or"
"he becomes",111,"he becomes"
"drive down",111,"drive down"
"guys with",111,"guys with"
"she liked",111,"she liked"
"romney in",111,"romney in"
"angels and",111,"angels and"
"three new",111,"three new"
"love as",111,"love as"
"for around",111,"for around"
"notice it",111,"notice it"
"playing around",111,"playing around"
